Employee_ID,Age,Gender,Department,Job_Role,Experience_Years,Education_Level,Location,Performance_Rating,Salary,Bonus,Joining_Date,Salary_Band,Experience_Group,Age_Group
8830,35,Male,Sales,Lead,14,Masters,Delhi,4,69141.0,11850,2010-09-29,Medium,Senior (11-20),Millennials (25-35)
8831,48,Male,Sales,Analyst,1,Masters,Mumbai,4,46664.0,8688,2013-11-12,Low,Entry (0-2),Boomers II (46-55)
8832,54,Male,HR,Executive,26,Bachelors,Chennai,3,77881.0,6442,2017-12-22,Medium,Executive (21+),Boomers II (46-55)
8833,43,Female,Engineering,Manager,8,Masters,Bangalore,2,77106.0,15136,2022-03-02,Medium,Mid (6-10),Gen X (36-45)
8834,24,Female,Engineering,Developer,11,PhD,Hyderabad,3,79571.0,15500,2018-03-05,Medium,Senior (11-20),Gen Z (<25)
8835,44,Female,Marketing,Analyst,13,PhD,Delhi,2,57050.0,5397,2022-09-06,Low,Senior (11-20),Gen X (36-45)
8836,42,Male,Engineering,Executive,19,PhD,Delhi,2,93368.0,13263,2022-09-26,High,Senior (11-20),Gen X (36-45)
8837,44,Male,Engineering,Manager,3,Bachelors,Delhi,2,62916.0,3588,2010-09-17,Medium,Junior (3-5),Gen X (36-45)
8838,25,Male,Finance,Developer,14,Masters,Delhi,1,80533.0,6053,2018-02-17,Medium,Senior (11-20),Gen Z (<25)
8839,42,Male,Finance,Lead,3,Bachelors,Mumbai,1,55771.0,7672,2015-10-08,Low,Junior (3-5),Gen X (36-45)
8840,58,Female,Marketing,Executive,4,Masters,Mumbai,2,43305.0,6388,2015-12-02,Low,Junior (3-5),Boomers I (55+)
8841,52,Male,Sales,Lead,9,PhD,Chennai,3,62649.0,8156,2019-02-19,Medium,Mid (6-10),Boomers II (46-55)
8842,42,Male,Marketing,Analyst,11,Masters,Bangalore,3,55762.0,8682,2020-04-15,Low,Senior (11-20),Gen X (36-45)
8843,47,Female,Marketing,Developer,11,Bachelors,Chennai,3,57419.0,9699,2012-02-20,Low,Senior (11-20),Boomers II (46-55)
8844,56,Female,HR,Developer,7,Bachelors,Bangalore,1,40210.0,3026,2019-10-23,Low,Mid (6-10),Boomers I (55+)
8845,59,Male,Engineering,Lead,3,Bachelors,Mumbai,2,62726.0,9342,2019-06-13,Medium,Junior (3-5),Boomers I (55+)
8846,45,Male,HR,Lead,2,Bachelors,Delhi,4,32321.0,4343,2021-05-11,Low,Entry (0-2),Gen X (36-45)
8847,32,Male,Engineering,Analyst,26,PhD,Chennai,3,108220.0,7319,2010-03-02,High,Executive (21+),Millennials (25-35)
8848,50,Male,Marketing,Manager,0,Bachelors,Bangalore,1,37151.0,3131,2016-09-02,Low,Entry (0-2),Boomers II (46-55)
8849,24,Male,Engineering,Executive,17,Bachelors,Hyderabad,5,94322.0,10653,2012-04-23,High,Senior (11-20),Gen Z (<25)
8850,22,Male,Sales,Manager,19,Bachelors,Bangalore,2,77036.0,13832,2012-09-14,Medium,Senior (11-20),Gen Z (<25)
8851,40,Female,Sales,Developer,24,PhD,Chennai,3,89920.0,7423,2013-11-09,High,Executive (21+),Gen X (36-45)
8852,43,Female,Marketing,Executive,13,Masters,Mumbai,1,59990.0,4645,2014-08-19,Low,Senior (11-20),Gen X (36-45)
8853,35,Female,Finance,Analyst,16,PhD,Delhi,5,82898.0,13109,2012-03-29,High,Senior (11-20),Millennials (25-35)
8854,35,Female,Sales,Manager,5,PhD,Hyderabad,2,53380.0,10482,2011-08-04,Low,Junior (3-5),Millennials (25-35)
8855,37,Male,Marketing,Manager,5,PhD,Chennai,4,40846.0,4783,2018-11-07,Low,Junior (3-5),Gen X (36-45)
8856,54,Male,HR,Executive,9,Masters,Mumbai,2,43272.0,4436,2021-02-14,Low,Mid (6-10),Boomers II (46-55)
8857,34,Male,Finance,Analyst,18,Bachelors,Bangalore,2,81948.0,7218,2019-04-30,Medium,Senior (11-20),Millennials (25-35)
8858,59,Male,Sales,Analyst,9,PhD,Mumbai,3,58209.0,3344,2016-06-26,Low,Mid (6-10),Boomers I (55+)
8859,33,Female,Marketing,Manager,24,Bachelors,Mumbai,2,78269.0,6008,2016-08-16,Medium,Executive (21+),Millennials (25-35)
8860,59,Male,Marketing,Manager,29,Bachelors,Delhi,5,92662.0,5931,2017-10-10,High,Executive (21+),Boomers I (55+)
8861,54,Male,HR,Lead,25,Masters,Chennai,5,82432.0,10231,2011-06-05,High,Executive (21+),Boomers II (46-55)
8862,54,Male,HR,Executive,2,Masters,Mumbai,2,34310.0,6749,2016-10-02,Low,Entry (0-2),Boomers II (46-55)
8863,50,Male,Finance,Analyst,0,PhD,Bangalore,2,54498.0,9161,2022-01-30,Low,Entry (0-2),Boomers II (46-55)
8864,26,Female,Sales,Developer,17,Masters,Bangalore,5,78050.0,10946,2010-11-24,Medium,Senior (11-20),Millennials (25-35)
8865,27,Male,Marketing,Executive,14,Masters,Delhi,5,59780.0,7352,2020-09-16,Low,Senior (11-20),Millennials (25-35)
8866,52,Female,Finance,Lead,19,Masters,Mumbai,3,87893.0,12531,2011-06-19,High,Senior (11-20),Boomers II (46-55)
8867,37,Male,Finance,Executive,3,Bachelors,Bangalore,4,54161.0,5762,2022-06-08,Low,Junior (3-5),Gen X (36-45)
8868,52,Male,HR,Manager,17,Masters,Bangalore,5,63454.0,4870,2022-05-21,Medium,Senior (11-20),Boomers II (46-55)
8869,46,Male,Marketing,Executive,9,PhD,Delhi,4,48379.0,6698,2016-02-13,Low,Mid (6-10),Boomers II (46-55)
8870,54,Female,Engineering,Executive,21,Masters,Mumbai,4,99214.0,12819,2011-12-22,High,Executive (21+),Boomers II (46-55)
8871,34,Male,HR,Executive,21,PhD,Delhi,5,75160.0,14406,2011-08-26,Medium,Executive (21+),Millennials (25-35)
8872,31,Male,Marketing,Developer,18,PhD,Mumbai,3,70711.0,10428,2019-02-21,Medium,Senior (11-20),Millennials (25-35)
8873,45,Male,Finance,Lead,16,Masters,Bangalore,2,77569.0,12877,2020-01-19,Medium,Senior (11-20),Gen X (36-45)
8874,31,Female,Finance,Executive,9,Bachelors,Chennai,1,68323.0,4366,2019-11-01,Medium,Mid (6-10),Millennials (25-35)
8875,52,Female,Sales,Executive,24,PhD,Bangalore,2,91317.0,14988,2011-05-14,High,Executive (21+),Boomers II (46-55)
8876,34,Male,Engineering,Developer,3,PhD,Chennai,1,61344.0,12110,2021-06-17,Low,Junior (3-5),Millennials (25-35)
8877,24,Female,HR,Analyst,24,PhD,Mumbai,5,77025.0,11447,2011-06-04,Medium,Executive (21+),Gen Z (<25)
8878,55,Male,Sales,Executive,4,Masters,Mumbai,2,51958.0,8381,2018-09-22,Low,Junior (3-5),Boomers II (46-55)
8879,49,Male,Sales,Executive,6,PhD,Hyderabad,2,50048.0,9855,2015-09-13,Low,Mid (6-10),Boomers II (46-55)
8880,40,Female,Engineering,Analyst,18,Masters,Mumbai,1,93313.0,10142,2018-09-07,High,Senior (11-20),Gen X (36-45)
8881,44,Male,HR,Executive,18,PhD,Mumbai,3,61029.0,10596,2012-04-24,Low,Senior (11-20),Gen X (36-45)
8882,53,Male,HR,Executive,7,Bachelors,Hyderabad,5,42376.0,4659,2020-01-26,Low,Mid (6-10),Boomers II (46-55)
8883,34,Female,Finance,Executive,0,PhD,Chennai,5,48524.0,5526,2013-11-07,Low,Entry (0-2),Millennials (25-35)
8884,54,Female,HR,Lead,23,Masters,Mumbai,5,72819.0,10830,2020-05-04,Medium,Executive (21+),Boomers II (46-55)
8885,55,Female,Sales,Manager,7,Masters,Delhi,2,51746.0,4577,2016-12-30,Low,Mid (6-10),Boomers II (46-55)
8886,54,Female,Finance,Lead,18,PhD,Mumbai,4,82931.0,16496,2016-04-15,High,Senior (11-20),Boomers II (46-55)
8887,26,Male,HR,Analyst,16,Masters,Mumbai,1,66638.0,6622,2013-03-27,Medium,Senior (11-20),Millennials (25-35)
8888,24,Male,Engineering,Lead,8,Bachelors,Bangalore,2,77490.0,5302,2019-07-13,Medium,Mid (6-10),Gen Z (<25)
8889,28,Male,Sales,Lead,19,Masters,Mumbai,3,80745.0,7943,2021-08-27,Medium,Senior (11-20),Millennials (25-35)
8890,45,Male,Marketing,Developer,22,PhD,Mumbai,3,79341.0,14154,2011-06-12,Medium,Executive (21+),Gen X (36-45)
8891,43,Male,Engineering,Analyst,15,Bachelors,Delhi,2,86211.0,8370,2011-05-10,High,Senior (11-20),Gen X (36-45)
8892,44,Male,Engineering,Analyst,8,Masters,Hyderabad,1,78592.0,11136,2017-10-15,Medium,Mid (6-10),Gen X (36-45)
8893,51,Male,HR,Analyst,18,PhD,Hyderabad,5,64620.0,12297,2016-05-06,Medium,Senior (11-20),Boomers II (46-55)
8894,39,Male,Finance,Lead,15,Masters,Hyderabad,5,84726.0,7540,2016-04-03,High,Senior (11-20),Gen X (36-45)
8895,53,Female,Finance,Analyst,20,PhD,Bangalore,4,88277.0,6153,2011-01-08,High,Senior (11-20),Boomers II (46-55)
8896,28,Male,Sales,Developer,25,Masters,Mumbai,2,87521.0,5647,2020-11-17,High,Executive (21+),Millennials (25-35)
8897,54,Male,HR,Executive,26,Masters,Chennai,4,78905.0,9157,2019-07-12,Medium,Executive (21+),Boomers II (46-55)
8898,26,Male,Finance,Lead,12,Bachelors,Chennai,3,76559.0,5025,2016-08-23,Medium,Senior (11-20),Millennials (25-35)
8899,49,Male,Marketing,Executive,18,Bachelors,Delhi,5,75282.0,8888,2014-09-17,Medium,Senior (11-20),Boomers II (46-55)
8900,29,Male,HR,Executive,4,Masters,Bangalore,5,41219.0,7394,2014-01-28,Low,Junior (3-5),Millennials (25-35)
8901,36,Female,HR,Lead,26,PhD,Bangalore,4,83797.0,13962,2010-04-16,High,Executive (21+),Gen X (36-45)
8902,25,Female,Finance,Lead,1,PhD,Mumbai,2,53044.0,7280,2012-11-11,Low,Entry (0-2),Gen Z (<25)
8903,55,Female,Engineering,Analyst,3,Masters,Chennai,4,67375.0,11963,2021-12-18,Medium,Junior (3-5),Boomers II (46-55)
8904,26,Male,HR,Developer,11,Masters,Bangalore,3,55117.0,3584,2022-01-26,Low,Senior (11-20),Millennials (25-35)
8905,54,Male,Engineering,Lead,17,Bachelors,Delhi,2,92178.0,13035,2020-07-07,High,Senior (11-20),Boomers II (46-55)
8906,26,Male,Sales,Executive,2,Masters,Chennai,3,44497.0,2996,2012-05-18,Low,Entry (0-2),Millennials (25-35)
8907,59,Male,Sales,Lead,20,Masters,Bangalore,2,78747.0,9632,2015-02-25,Medium,Senior (11-20),Boomers I (55+)
8908,55,Female,Finance,Developer,24,PhD,Mumbai,4,100558.0,12018,2017-07-05,High,Executive (21+),Boomers II (46-55)
8909,47,Female,Sales,Manager,18,Bachelors,Mumbai,1,78952.0,7087,2015-08-28,Medium,Senior (11-20),Boomers II (46-55)
8910,22,Male,Finance,Executive,25,Bachelors,Mumbai,4,97942.0,17088,2020-05-08,High,Executive (21+),Gen Z (<25)
8911,25,Male,Finance,Manager,21,Masters,Mumbai,2,94983.0,8000,2020-07-16,High,Executive (21+),Gen Z (<25)
8912,47,Female,Engineering,Manager,3,Bachelors,Chennai,3,69882.0,9279,2013-10-07,Medium,Junior (3-5),Boomers II (46-55)
8913,54,Female,Engineering,Developer,3,PhD,Chennai,4,67219.0,8223,2016-05-31,Medium,Junior (3-5),Boomers II (46-55)
8914,54,Female,Sales,Lead,15,Masters,Bangalore,2,69685.0,7996,2021-08-30,Medium,Senior (11-20),Boomers II (46-55)
8915,29,Female,Engineering,Manager,10,Masters,Delhi,3,76758.0,4224,2020-08-26,Medium,Mid (6-10),Millennials (25-35)
8916,41,Female,HR,Analyst,28,PhD,Hyderabad,3,87602.0,13535,2015-03-18,High,Executive (21+),Gen X (36-45)
8917,37,Female,Marketing,Lead,25,Bachelors,Hyderabad,3,81386.0,4224,2022-01-28,Medium,Executive (21+),Gen X (36-45)
8918,42,Female,HR,Executive,25,Bachelors,Mumbai,2,81722.0,14144,2022-05-10,Medium,Executive (21+),Gen X (36-45)
8919,47,Male,HR,Lead,12,PhD,Bangalore,3,50661.0,4557,2015-02-03,Low,Senior (11-20),Boomers II (46-55)
8920,44,Male,Finance,Developer,20,PhD,Hyderabad,3,89916.0,6114,2022-01-20,High,Senior (11-20),Gen X (36-45)
8921,39,Female,Marketing,Developer,10,PhD,Hyderabad,4,55032.0,6194,2020-03-03,Low,Mid (6-10),Gen X (36-45)
8922,52,Male,Finance,Executive,6,PhD,Hyderabad,3,64312.0,8611,2011-09-24,Medium,Mid (6-10),Boomers II (46-55)
8923,33,Female,Engineering,Executive,26,Bachelors,Hyderabad,1,113512.0,10960,2021-06-28,High,Executive (21+),Millennials (25-35)
8924,22,Male,Engineering,Executive,13,Bachelors,Hyderabad,2,88110.0,6015,2015-01-08,High,Senior (11-20),Gen Z (<25)
8925,30,Female,Marketing,Developer,3,PhD,Bangalore,3,41246.0,2175,2014-12-06,Low,Junior (3-5),Millennials (25-35)
8926,24,Male,Sales,Lead,7,PhD,Hyderabad,3,53992.0,8399,2022-11-29,Low,Mid (6-10),Gen Z (<25)
8927,47,Female,Engineering,Manager,11,Masters,Hyderabad,5,85543.0,15651,2016-12-18,High,Senior (11-20),Boomers II (46-55)
8928,30,Male,HR,Manager,12,Masters,Bangalore,4,55264.0,3596,2010-04-12,Low,Senior (11-20),Millennials (25-35)
8929,37,Male,Marketing,Analyst,24,Bachelors,Chennai,3,78373.0,6629,2013-11-13,Medium,Executive (21+),Gen X (36-45)
8930,45,Female,Marketing,Developer,8,Masters,Chennai,4,52484.0,2783,2021-11-17,Low,Mid (6-10),Gen X (36-45)
8931,35,Female,Engineering,Executive,8,Masters,Chennai,4,77174.0,14104,2022-03-02,Medium,Mid (6-10),Millennials (25-35)
8932,24,Female,Engineering,Lead,1,Masters,Hyderabad,1,64720.0,7553,2021-04-21,Medium,Entry (0-2),Gen Z (<25)
8933,55,Male,Finance,Developer,2,Bachelors,Bangalore,2,51016.0,9630,2010-03-22,Low,Entry (0-2),Boomers II (46-55)
8934,54,Male,Finance,Analyst,20,Masters,Chennai,1,85203.0,10242,2020-07-13,High,Senior (11-20),Boomers II (46-55)
8935,45,Male,HR,Manager,11,PhD,Mumbai,2,52491.0,9413,2015-01-06,Low,Senior (11-20),Gen X (36-45)
8936,30,Male,Marketing,Lead,16,Bachelors,Mumbai,5,68704.0,13243,2016-01-20,Medium,Senior (11-20),Millennials (25-35)
8937,34,Female,Sales,Manager,3,Masters,Bangalore,1,43649.0,4376,2019-11-01,Low,Junior (3-5),Millennials (25-35)
8938,23,Female,Sales,Lead,26,Bachelors,Hyderabad,4,96095.0,14040,2019-06-05,High,Executive (21+),Gen Z (<25)
8939,28,Male,Marketing,Executive,29,Masters,Chennai,3,97247.0,14583,2016-12-14,High,Executive (21+),Millennials (25-35)
8940,42,Female,HR,Lead,13,Bachelors,Hyderabad,5,53738.0,2859,2016-12-01,Low,Senior (11-20),Gen X (36-45)
8941,40,Female,Finance,Executive,20,PhD,Chennai,2,93537.0,10825,2021-07-17,High,Senior (11-20),Gen X (36-45)
8942,46,Female,Finance,Developer,8,Masters,Delhi,1,69938.0,12469,2021-03-24,Medium,Mid (6-10),Boomers II (46-55)
8943,43,Female,Finance,Manager,7,Masters,Delhi,5,62858.0,12065,2010-08-04,Medium,Mid (6-10),Gen X (36-45)
8944,32,Male,Sales,Lead,0,Bachelors,Hyderabad,1,41917.0,7749,2020-02-27,Low,Entry (0-2),Millennials (25-35)
8945,54,Female,Sales,Lead,29,PhD,Mumbai,4,95169.0,18646,2020-05-16,High,Executive (21+),Boomers II (46-55)
8946,53,Female,HR,Analyst,12,Masters,Hyderabad,1,58851.0,8707,2017-08-05,Low,Senior (11-20),Boomers II (46-55)
8947,42,Female,Sales,Manager,27,PhD,Chennai,2,96724.0,8213,2011-08-25,High,Executive (21+),Gen X (36-45)
8948,41,Male,Engineering,Developer,2,Masters,Hyderabad,2,64061.0,8731,2015-02-16,Medium,Entry (0-2),Gen X (36-45)
8949,29,Female,Sales,Executive,29,PhD,Hyderabad,3,97111.0,10990,2015-11-01,High,Executive (21+),Millennials (25-35)
8950,58,Male,Finance,Developer,13,Masters,Chennai,3,79629.0,7070,2010-06-27,Medium,Senior (11-20),Boomers I (55+)
8951,30,Male,HR,Analyst,18,Bachelors,Mumbai,2,67492.0,11198,2011-11-23,Medium,Senior (11-20),Millennials (25-35)
8952,46,Female,Marketing,Developer,26,Bachelors,Delhi,2,84207.0,12157,2015-09-09,High,Executive (21+),Boomers II (46-55)
8953,46,Female,Marketing,Executive,5,PhD,Chennai,2,45200.0,7616,2011-12-28,Low,Junior (3-5),Boomers II (46-55)
8954,54,Male,HR,Manager,3,Masters,Hyderabad,5,33428.0,3022,2015-04-19,Low,Junior (3-5),Boomers II (46-55)
8955,23,Male,Engineering,Analyst,19,Masters,Bangalore,1,97956.0,18178,2020-10-01,High,Senior (11-20),Gen Z (<25)
8956,40,Male,Marketing,Lead,0,PhD,Hyderabad,5,34482.0,2958,2020-01-23,Low,Entry (0-2),Gen X (36-45)
8957,41,Male,Finance,Lead,27,Masters,Hyderabad,4,100458.0,14093,2015-08-16,High,Executive (21+),Gen X (36-45)
8958,50,Female,Marketing,Manager,9,Bachelors,Bangalore,3,57795.0,3382,2014-10-24,Low,Mid (6-10),Boomers II (46-55)
8959,27,Male,Marketing,Developer,12,Masters,Hyderabad,1,55067.0,7221,2015-08-15,Low,Senior (11-20),Millennials (25-35)
8960,38,Female,Finance,Lead,11,Bachelors,Bangalore,3,69840.0,4526,2021-05-22,Medium,Senior (11-20),Gen X (36-45)
8961,46,Female,Sales,Analyst,10,PhD,Hyderabad,4,58578.0,5847,2012-11-03,Low,Mid (6-10),Boomers II (46-55)
8962,59,Male,Engineering,Executive,3,Masters,Mumbai,2,61661.0,11043,2022-10-04,Low,Junior (3-5),Boomers I (55+)
8963,25,Female,Finance,Developer,16,PhD,Delhi,3,86385.0,15897,2019-02-27,High,Senior (11-20),Gen Z (<25)
8964,51,Male,Finance,Executive,14,Bachelors,Mumbai,2,73074.0,12064,2011-11-11,Medium,Senior (11-20),Boomers II (46-55)
8965,41,Male,HR,Developer,20,PhD,Chennai,3,74387.0,7822,2018-04-27,Medium,Senior (11-20),Gen X (36-45)
8966,24,Male,Engineering,Analyst,28,PhD,Chennai,4,120197.0,16443,2022-03-01,High,Executive (21+),Gen Z (<25)
8967,44,Female,Sales,Executive,2,Masters,Hyderabad,3,40460.0,3382,2018-12-13,Low,Entry (0-2),Gen X (36-45)
8968,39,Female,Finance,Analyst,28,PhD,Chennai,4,103842.0,15758,2018-12-25,High,Executive (21+),Gen X (36-45)
8969,47,Male,Sales,Executive,9,PhD,Chennai,1,56722.0,5791,2018-06-30,Low,Mid (6-10),Boomers II (46-55)
8970,57,Female,Finance,Developer,20,Masters,Hyderabad,5,90786.0,7548,2010-07-04,High,Senior (11-20),Boomers I (55+)
8971,29,Female,Finance,Analyst,13,PhD,Hyderabad,4,71646.0,9868,2022-10-30,Medium,Senior (11-20),Millennials (25-35)
8972,38,Female,HR,Developer,18,Bachelors,Delhi,3,68002.0,4540,2022-07-03,Medium,Senior (11-20),Gen X (36-45)
8973,52,Female,Marketing,Developer,20,Masters,Bangalore,1,74590.0,11412,2020-10-07,Medium,Senior (11-20),Boomers II (46-55)
8974,58,Female,Engineering,Executive,3,Bachelors,Hyderabad,4,66578.0,5196,2014-06-27,Medium,Junior (3-5),Boomers I (55+)
8975,54,Male,HR,Executive,24,Masters,Delhi,3,81920.0,10896,2016-10-14,Medium,Executive (21+),Boomers II (46-55)
8976,48,Female,Sales,Analyst,13,PhD,Mumbai,4,64238.0,6993,2017-03-20,Medium,Senior (11-20),Boomers II (46-55)
8977,25,Female,Finance,Lead,5,Bachelors,Chennai,4,58378.0,7877,2012-08-13,Low,Junior (3-5),Gen Z (<25)
8978,43,Male,Finance,Manager,11,Bachelors,Bangalore,2,73420.0,6379,2020-11-05,Medium,Senior (11-20),Gen X (36-45)
8979,47,Female,Engineering,Executive,29,Bachelors,Mumbai,3,116161.0,11216,2019-03-04,High,Executive (21+),Boomers II (46-55)
8980,53,Female,HR,Developer,25,PhD,Hyderabad,5,80560.0,5723,2021-12-30,Medium,Executive (21+),Boomers II (46-55)
8981,45,Female,HR,Manager,1,Bachelors,Mumbai,4,31786.0,5293,2018-11-12,Low,Entry (0-2),Gen X (36-45)
8982,56,Male,Sales,Analyst,16,Bachelors,Delhi,1,70700.0,4278,2014-11-22,Medium,Senior (11-20),Boomers I (55+)
8983,58,Female,HR,Manager,0,PhD,Hyderabad,3,28856.0,3072,2011-12-25,Low,Entry (0-2),Boomers I (55+)
8984,53,Female,HR,Manager,16,PhD,Hyderabad,5,63046.0,7399,2015-08-04,Medium,Senior (11-20),Boomers II (46-55)
8985,28,Male,Marketing,Lead,24,PhD,Bangalore,3,80445.0,6377,2020-04-24,Medium,Executive (21+),Millennials (25-35)
8986,54,Male,Engineering,Lead,4,Bachelors,Delhi,5,64921.0,6993,2011-02-16,Medium,Junior (3-5),Boomers II (46-55)
8987,52,Female,HR,Manager,15,Bachelors,Chennai,5,59057.0,6656,2011-05-30,Low,Senior (11-20),Boomers II (46-55)
8988,33,Male,Sales,Lead,13,Bachelors,Mumbai,4,63965.0,5350,2014-01-06,Medium,Senior (11-20),Millennials (25-35)
8989,32,Male,Finance,Lead,19,Masters,Bangalore,2,85331.0,12448,2013-01-27,High,Senior (11-20),Millennials (25-35)
8990,45,Male,HR,Manager,9,Bachelors,Bangalore,3,49021.0,2677,2014-01-09,Low,Mid (6-10),Gen X (36-45)
8991,29,Female,HR,Executive,20,Bachelors,Hyderabad,1,70778.0,5636,2016-10-30,Medium,Senior (11-20),Millennials (25-35)
8992,53,Female,Finance,Lead,24,Masters,Mumbai,1,100188.0,14388,2019-11-12,High,Executive (21+),Boomers II (46-55)
8993,59,Male,Marketing,Manager,2,Masters,Bangalore,2,36985.0,5330,2012-06-20,Low,Entry (0-2),Boomers I (55+)
8994,43,Male,Engineering,Executive,2,Bachelors,Hyderabad,1,63574.0,5708,2010-03-11,Medium,Entry (0-2),Gen X (36-45)
8995,55,Male,Marketing,Lead,27,Masters,Hyderabad,3,92538.0,14108,2014-02-27,High,Executive (21+),Boomers II (46-55)
8996,40,Male,Sales,Manager,17,Bachelors,Delhi,1,77363.0,9319,2014-01-09,Medium,Senior (11-20),Gen X (36-45)
8997,41,Female,HR,Lead,23,PhD,Hyderabad,3,77961.0,10063,2018-08-16,Medium,Executive (21+),Gen X (36-45)
8998,35,Male,Marketing,Executive,22,PhD,Chennai,5,74978.0,7489,2018-06-13,Medium,Executive (21+),Millennials (25-35)
8999,54,Female,Engineering,Manager,17,PhD,Delhi,4,89543.0,17697,2013-05-01,High,Senior (11-20),Boomers II (46-55)
9000,31,Male,Sales,Executive,3,PhD,Delhi,2,49393.0,7932,2016-08-25,Low,Junior (3-5),Millennials (25-35)
9001,37,Female,Marketing,Developer,6,Masters,Chennai,2,48860.0,4263,2017-09-06,Low,Mid (6-10),Gen X (36-45)
9002,25,Female,HR,Analyst,0,Bachelors,Chennai,1,28956.0,2475,2017-02-17,Low,Entry (0-2),Gen Z (<25)
9003,48,Male,Engineering,Developer,15,Masters,Bangalore,3,88840.0,14758,2014-11-01,High,Senior (11-20),Boomers II (46-55)
9004,49,Female,HR,Lead,16,PhD,Bangalore,4,62513.0,6764,2011-08-15,Medium,Senior (11-20),Boomers II (46-55)
9005,37,Female,HR,Executive,7,PhD,Chennai,1,40604.0,2587,2015-05-22,Low,Mid (6-10),Gen X (36-45)
9006,54,Female,Sales,Manager,5,Bachelors,Bangalore,4,49977.0,2765,2019-09-07,Low,Junior (3-5),Boomers II (46-55)
9007,40,Male,Engineering,Executive,1,Masters,Chennai,3,60777.0,6812,2021-09-13,Low,Entry (0-2),Gen X (36-45)
9008,42,Female,Finance,Lead,25,PhD,Chennai,1,101389.0,11376,2020-12-31,High,Executive (21+),Gen X (36-45)
9009,43,Female,HR,Manager,9,Masters,Hyderabad,1,50592.0,7893,2020-07-15,Low,Mid (6-10),Gen X (36-45)
9010,30,Male,Engineering,Developer,16,Bachelors,Bangalore,4,94471.0,12868,2021-09-15,High,Senior (11-20),Millennials (25-35)
9011,30,Male,HR,Executive,18,Bachelors,Delhi,1,63163.0,10454,2021-06-05,Medium,Senior (11-20),Millennials (25-35)
9012,30,Female,Marketing,Analyst,27,Masters,Delhi,4,85140.0,8315,2014-01-20,High,Executive (21+),Millennials (25-35)
9013,48,Female,Marketing,Lead,3,Bachelors,Bangalore,3,45040.0,6469,2017-05-20,Low,Junior (3-5),Boomers II (46-55)
9014,38,Male,Engineering,Lead,12,Masters,Bangalore,4,84551.0,15460,2011-02-21,High,Senior (11-20),Gen X (36-45)
9015,29,Male,Sales,Executive,20,Masters,Bangalore,3,81268.0,4908,2020-03-31,Medium,Senior (11-20),Millennials (25-35)
9016,37,Female,Finance,Developer,26,Masters,Bangalore,3,105224.0,16443,2021-01-24,High,Executive (21+),Gen X (36-45)
9017,39,Female,Marketing,Developer,25,PhD,Hyderabad,5,84568.0,13309,2010-10-22,High,Executive (21+),Gen X (36-45)
9018,54,Male,Sales,Analyst,18,PhD,Chennai,4,72988.0,12342,2012-08-22,Medium,Senior (11-20),Boomers II (46-55)
9019,22,Male,Finance,Analyst,15,Masters,Bangalore,2,81747.0,7386,2011-12-23,Medium,Senior (11-20),Gen Z (<25)
9020,33,Female,Marketing,Executive,12,Bachelors,Bangalore,5,62954.0,7080,2022-03-07,Medium,Senior (11-20),Millennials (25-35)
9021,27,Female,Finance,Manager,29,Bachelors,Chennai,5,104458.0,8978,2013-10-24,High,Executive (21+),Millennials (25-35)
9022,26,Male,HR,Developer,4,PhD,Chennai,4,34727.0,3343,2010-12-04,Low,Junior (3-5),Millennials (25-35)
9023,37,Female,Engineering,Manager,11,Masters,Chennai,5,83993.0,16401,2019-08-15,High,Senior (11-20),Gen X (36-45)
9024,39,Female,Marketing,Manager,6,PhD,Mumbai,5,50214.0,5867,2016-07-07,Low,Mid (6-10),Gen X (36-45)
9025,39,Female,Marketing,Executive,26,Masters,Delhi,1,83105.0,14733,2011-04-18,High,Executive (21+),Gen X (36-45)
9026,22,Female,HR,Analyst,8,Bachelors,Bangalore,3,47346.0,8012,2012-04-11,Low,Mid (6-10),Gen Z (<25)
9027,40,Male,Marketing,Manager,4,Bachelors,Hyderabad,2,45274.0,5282,2012-06-04,Low,Junior (3-5),Gen X (36-45)
9028,29,Male,Marketing,Executive,3,PhD,Hyderabad,4,39145.0,7783,2012-11-16,Low,Junior (3-5),Millennials (25-35)
9029,24,Female,Marketing,Analyst,9,Bachelors,Chennai,1,54025.0,9514,2011-09-09,Low,Mid (6-10),Gen Z (<25)
9030,46,Female,Marketing,Manager,15,Masters,Hyderabad,2,65475.0,8014,2010-09-02,Medium,Senior (11-20),Boomers II (46-55)
9031,26,Female,Marketing,Manager,10,Bachelors,Delhi,2,52248.0,5039,2014-12-06,Low,Mid (6-10),Millennials (25-35)
9032,40,Female,Sales,Analyst,28,Bachelors,Bangalore,1,100577.0,6164,2011-11-20,High,Executive (21+),Gen X (36-45)
9033,39,Male,Marketing,Analyst,8,PhD,Hyderabad,4,53756.0,6435,2016-02-18,Low,Mid (6-10),Gen X (36-45)
9034,52,Female,HR,Lead,23,Masters,Delhi,3,74542.0,7752,2021-10-10,Medium,Executive (21+),Boomers II (46-55)
9035,54,Female,Marketing,Lead,4,PhD,Delhi,1,42480.0,6656,2022-10-15,Low,Junior (3-5),Boomers II (46-55)
9036,39,Male,Finance,Executive,24,PhD,Mumbai,5,98007.0,5189,2011-09-17,High,Executive (21+),Gen X (36-45)
